idx,prompt_kind,prompt_chars,max_tokens,mode,wall_s,ttft_s,output_tokens,status,error,started_at,ended_at
115,short,23,32,stream,0.6554681500001607,0.07205919500029268,32,ok,,1776636455.8089972,1776636456.4644654
116,short,28,32,stream,0.6543980040000861,0.07628016999979081,32,ok,,1776636455.8261206,1776636456.4805186
117,short,29,32,stream,0.6482928789996549,0.07912128499992832,32,ok,,1776636456.3812368,1776636457.0295296
118,long,384,256,stream,4.878000965999945,0.07296646800023154,256,ok,,1776636456.403673,1776636461.281674
119,short,12,32,stream,0.6467827480000778,0.06648792299984052,32,ok,,1776636456.4645193,1776636457.111302
120,long,384,256,stream,4.876518689000022,0.06903043700003764,256,ok,,1776636456.4828131,1776636461.3593318
121,short,28,32,stream,0.6479843349998191,0.06858541199972024,32,ok,,1776636456.5750182,1776636457.2230024
122,short,20,32,stream,0.6474344590001238,0.06826892700019016,32,ok,,1776636456.5754545,1776636457.222889
123,short,28,32,stream,0.6600316239996573,0.07802528299998812,32,ok,,1776636457.0295892,1776636457.6896207
124,long,384,256,stream,4.886016446999747,0.07895259399992938,256,ok,,1776636457.1018705,1776636461.987887
125,long,384,256,stream,4.914185709000321,0.09033185300040714,256,ok,,1776636457.1114929,1776636462.0256786
126,short,28,32,stream,0.6454480269999294,0.08082620300001508,32,ok,,1776636457.2046537,1776636457.8501017
127,long,384,256,stream,4.926291531000061,0.08300473100007366,256,ok,,1776636457.2237298,1776636462.1500213
128,long,384,256,stream,4.923764743999982,0.07850536700016164,256,ok,,1776636457.2263658,1776636462.1501305
129,short,12,32,stream,0.6291965929999606,0.05617851900024107,32,ok,,1776636457.2641485,1776636457.893345
130,long,384,256,stream,4.921371843999623,0.06642730399971697,256,ok,,1776636457.6896758,1776636462.6110477
131,short,20,32,stream,0.6526933029999782,0.07616198699997767,32,ok,,1776636457.7801778,1776636458.432871
132,short,29,32,stream,0.6938160750000861,0.08119017899980463,32,ok,,1776636457.8501592,1776636458.5439754
133,short,29,32,stream,0.6590233830002035,0.05629691800004366,32,ok,,1776636457.8933878,1776636458.552411
134,long,384,256,stream,4.936179068000001,0.1274109790001603,256,ok,,1776636458.3891551,1776636463.3253343
135,short,20,32,stream,0.6674898039996151,0.09147868299987749,32,ok,,1776636458.432927,1776636459.1004167
136,long,384,256,stream,4.945030290999966,0.1322836740000639,256,ok,,1776636458.5513713,1776636463.4964015
137,long,384,256,stream,4.939407960000153,0.11569476700015002,256,ok,,1776636458.568851,1776636463.508259
138,short,28,32,stream,0.6709512560000803,0.0981201620002139,32,ok,,1776636458.5989487,1776636459.2699
139,short,20,32,stream,0.6705536559998109,0.10540287699996043,32,ok,,1776636458.599441,1776636459.2699947
140,short,28,32,stream,0.7427734080001756,0.13339827900017553,32,ok,,1776636459.1006413,1776636459.8434145
141,short,28,32,stream,0.7419758860000911,0.13294557200015333,32,ok,,1776636459.101587,1776636459.8435628
142,long,384,256,stream,4.972591103000013,0.10189661499998692,256,ok,,1776636459.2700288,1776636464.24262
143,short,23,32,stream,0.6998634390001826,0.10547556700021232,32,ok,,1776636459.2704878,1776636459.9703512
144,short,29,32,stream,0.7013237000001027,0.09678238100013914,32,ok,,1776636459.381755,1776636460.0830789
145,long,384,256,stream,4.967398911000146,0.12372951099996499,256,ok,,1776636459.8436136,1776636464.8110125
146,long,384,256,stream,4.959202875999836,0.11778939699979674,256,ok,,1776636459.8519356,1776636464.8111384
147,long,384,256,stream,4.9132180810001955,0.09619068299980427,256,ok,,1776636459.9703898,1776636464.8836079
148,long,384,256,stream,4.918344582000373,0.08075242500035529,256,ok,,1776636460.0819583,1776636465.0003028
149,long,384,256,stream,4.917087752000043,0.08327502799966169,256,ok,,1776636460.0833373,1776636465.000425
150,short,20,32,stream,0.6709275630000775,0.08489696600008756,32,ok,,1776636461.2817323,1776636461.9526598
151,short,20,32,stream,0.7061922079997203,0.0907842219999111,32,ok,,1776636461.3593938,1776636462.065586
152,long,384,256,stream,4.911818261999997,0.14099355600001218,256,ok,,1776636461.9527035,1776636466.8645217
153,short,12,32,stream,0.7004008359999716,0.13203785699988657,32,ok,,1776636461.9879475,1776636462.6883483
154,long,384,256,stream,4.846750211999733,0.0915460589999384,256,ok,,1776636462.0305939,1776636466.8773441
155,short,20,32,stream,0.6433553050001137,0.0672541320000164,32,ok,,1776636462.0656245,1776636462.7089798
156,short,29,32,stream,0.6580772060001436,0.07074614800012569,32,ok,,1776636462.150179,1776636462.8082561
157,long,384,256,stream,4.842928473000029,0.07041355799992743,256,ok,,1776636462.1506252,1776636466.9935536
158,long,384,256,stream,4.853174481999758,0.09529565200000434,256,ok,,1776636462.6111307,1776636467.4643052
159,short,29,32,stream,0.6575857880002332,0.08733888599999773,32,ok,,1776636462.6883967,1776636463.3459826
160,short,28,32,stream,0.6587244339998506,0.08113559200000964,32,ok,,1776636462.7121263,1776636463.3708508
161,short,12,32,stream,0.6762117419998503,0.08866894799984948,32,ok,,1776636462.8083045,1776636463.4845164
162,short,23,32,stream,0.691210453000167,0.11266996300037135,32,ok,,1776636463.3254287,1776636464.0166392
163,short,18,32,stream,0.6972352279999541,0.09936649099972783,32,ok,,1776636463.346028,1776636464.0432634
164,short,23,32,stream,0.6662656109997442,0.06960969500005376,32,ok,,1776636463.3771474,1776636464.0434132
165,short,23,32,stream,0.6902318439997543,0.10142237799982468,32,ok,,1776636463.4845796,1776636464.1748114
166,short,23,32,stream,0.6997681870002452,0.1051537250000365,32,ok,,1776636463.4964645,1776636464.1962328
167,short,28,32,stream,0.6867444310000792,0.08930461399995693,32,ok,,1776636463.509363,1776636464.1961074
168,short,12,32,stream,0.6791767199997594,0.10492998300014733,32,ok,,1776636464.0166934,1776636464.6958702
169,long,384,256,stream,4.738843178000025,0.08847841699980563,256,ok,,1776636464.0482771,1776636468.7871203
170,short,12,32,stream,0.6614671659999658,0.08019760900015172,32,ok,,1776636464.0511963,1776636464.7126634
171,long,384,256,stream,4.737210781000158,0.11015862000022025,256,ok,,1776636464.1748734,1776636468.912084
172,short,23,32,stream,0.6699449580000874,0.09905495300017719,32,ok,,1776636464.1962824,1776636464.8662274
173,short,23,32,stream,0.6656337489998805,0.09707694300004732,32,ok,,1776636464.2008731,1776636464.8665068
174,short,29,32,stream,0.6236843980000231,0.05281452600002012,32,ok,,1776636464.2426765,1776636464.866361
175,short,23,32,stream,0.6511160109998855,0.07249973699981638,32,ok,,1776636464.695915,1776636465.3470309
176,short,18,32,stream,0.6344221399999697,0.05582765799999834,32,ok,,1776636464.7127078,1776636465.3471298
177,short,29,32,stream,0.6448145680001289,0.07134942799984856,32,ok,,1776636464.811194,1776636465.4560084
178,short,18,32,stream,0.6442277780001859,0.0707276789999014,32,ok,,1776636464.8116784,1776636465.4559062
179,short,29,32,stream,0.6449942680001186,0.08915450300037264,32,ok,,1776636464.8665435,1776636465.5115378
180,long,384,256,stream,4.676204451999638,0.08904920699978902,256,ok,,1776636464.867076,1776636469.5432804
181,short,12,32,stream,0.6440126970001074,0.08704196400003639,32,ok,,1776636464.8674183,1776636465.511431
182,short,23,32,stream,0.651101472999926,0.07688836099987384,32,ok,,1776636464.8836632,1776636465.5347648
183,long,384,256,stream,4.670678463000058,0.06916265300014857,256,ok,,1776636465.0004752,1776636469.6711535
184,long,384,256,stream,4.668238603000191,0.07242578400018829,256,ok,,1776636465.0030234,1776636469.671262
185,short,28,32,stream,0.6450721109999904,0.0684191379996264,32,ok,,1776636465.347182,1776636465.9922543
186,short,28,32,stream,0.6446541680002156,0.06804142100008903,32,ok,,1776636465.3476894,1776636465.9923437
187,long,384,256,stream,4.628301585999907,0.07259976099976484,256,ok,,1776636465.456044,1776636470.0843456
188,long,384,256,stream,4.627990029000102,0.07536165700003039,256,ok,,1776636465.4564703,1776636470.0844603
189,long,384,256,stream,4.617772241000239,0.08170389400038403,256,ok,,1776636465.5115833,1776636470.1293557
190,short,28,32,stream,0.6387925340000038,0.08019661100024678,32,ok,,1776636465.5120106,1776636466.150803
191,short,23,32,stream,0.6271493489998647,0.07004758699986269,32,ok,,1776636465.5350275,1776636466.1621768
192,long,384,256,stream,4.5681482660002075,0.08341699700031313,256,ok,,1776636465.992376,1776636470.5605245
193,long,384,256,stream,4.567875262999678,0.08317481799986126,256,ok,,1776636465.9927545,1776636470.5606296
194,long,384,256,stream,4.531882779000171,0.07808865100014373,256,ok,,1776636466.1508505,1776636470.6827333
195,long,384,256,stream,4.534437036000327,0.07769691200019224,256,ok,,1776636466.1622174,1776636470.6966543
196,short,23,32,stream,0.6394801290002761,0.06958582300012495,32,ok,,1776636466.8645988,1776636467.5040789
197,short,29,32,stream,0.6268047280000246,0.057280409000213695,32,ok,,1776636466.877403,1776636467.5042078
198,short,28,32,stream,0.6308540480004012,0.06791043500015803,32,ok,,1776636466.9936242,1776636467.6244783
199,short,12,32,stream,0.6299371069999324,0.07232222399989041,32,ok,,1776636467.4643886,1776636468.0943258
